titre,auteur,localisation,code barre,cote,nombre de prets
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851313,M MIN 8,2
Minuscule,Takuto Kashiki,JEUM1MANGAS,3295500851309,M MIN 9,2
Katsuki Bakugo,Kohei Horikoshi,JEUM1MANGAS,3295500852493,M MYH 29,7
My life as an Internet novel,oeuvre originale Yoo Han Nyeo,JEUM1MANGAS,3295500855783,M MYL 1,1
My life as an Internet novel,oeuvre originale Yu Han-ryeo,JEUM1MANGAS,3295500855782,M MYL 2,0
Noragami,Adachitoka,JEUM1MANGAS,3295500852381,M NOR 23,5
Noragami,Adachitoka,JEUM1MANGAS,3295500852377,M NOR 24,2
Noragami,Adachitoka,JEUM1MANGAS,3295500856064,M NOR 25,1
Orage,,JEUM1MANGAS,3295500855628,M ORA 1,1
Orage,,JEUM1MANGAS,3295500855769,M ORA 2,0
Plum,,JEU1BD,3295500855588,M PLUM 20,2
The quintessential quintuplets,Negi Haruba,JEUM1MANGAS,3295500852875,M QUI 1,4
The quintessential quintuplets,Negi Haruba,JEUM1MANGAS,3295500853154,M QUI 2,3
The quintessential quintuplets,,JEUM1MANGAS,3295500853832,M QUI 9,2
Radiant,Tony Valente,JEUM1MANGAS,3295500855363,M RAD 1,1
Radiant,Tony Valente,JEUM1MANGAS,3295500855361,M RAD 2,0
Radiant,Tony Valente,JEUM1MANGAS,3295500855481,M RAD 6,0
Radiant,Tony Valente,JEUM1MANGAS,3295500855360,M RAD 8,0
Le renard et le petit tanuki,Mi Tagawa,JEUM1MANGAS,3295500852864,M REN 5,3
Le renard et le petit tanuki,Mi Tagawa,JEUM1MANGAS,3295500852820,M REN 6,2
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852559,M SAI 1,7
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852528,M SAI 10,1
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852512,M SAI 2,5
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852513,M SAI 3,4
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500853664,M SAI 5,3
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852534,M SAI 7,4
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852527,M SAI 8,2
Sailor Moon,Naoko Takeuchi,JEUM1MANGAS,3295500852526,M SAI 9,2
Hard-boiled,Yuto Suzuki,JEUM1MANGAS,3295500852872,M SAK 1,6
L'assassin légendaire,Yuto Suzuki,JEUM1MANGAS,3295500852871,M SAK 1,7
Heisuke Mashimo,Yuto Suzuki,JEUM1MANGAS,3295500852868,M SAK 3,6
Pas de chahut à bord !,Yuto Suzuki,JEUM1MANGAS,3295500853146,M SAK 4,5
Sirius,Ana C. Sanchez,JEUM1MANGAS,3295500853830,M SIR,4
Sleepy boy,Marika Herzog,JEUM1MANGAS,3295500855593,M SLE 1,1
Solo leveling,"[dessin], Dubu,...",JEUM1MANGAS,3295500852390,M SOL 3,9
Solo leveling,"[dessin], Dubu,...",JEUM1MANGAS,3295500854487,M SOL 4,5
Stone to space,"scénario, Riichiro Inagaki",JEUM1MANGAS,3295500855820,M STO 24,0
Dr. Stone,,JEUM1MANGAS,3295500855829,M STO 25,1
The summer Hikaru died,,JEUM1MANGAS,3295500855847,M SUM 1,0
Team Phoenix,Kenny Ruiz,JEUM1MANGAS,3295500855777,M TEA 1,1
Team Phoenix,Kenny Ruiz,JEUM1MANGAS,3295500855772,M TEA 2,0
Team Phoenix,,JEUM1MANGAS,3295500855776,M TEA 3,1
Team Phoenix,,JEUM1MANGAS,3295500854957,M TEA 4,0
Tokyo revengers,Ken Wakui,JEUM1MANGAS,3295500852831,M TOK 1,6
Ton visage au clair de lune,Mika Yamamori,JEUM1MANGAS,3295500855625,M TON 1,1
Ton visage au clair de lune,Mika Yamamori,JEUM1MANGAS,3295500855804,M TON 2,0
Ton visage au clair de lune,Mika Yamamori,JEUM1MANGAS,3295500855812,M TON 3,1
Ton visage au clair de lune,,JEUM1MANGAS,3295500855814,M TON 4,0
Ton visage au clair de lune,,JEUM1MANGAS,3295500855813,M TON 5,1
21st century boys,scénario et dessin Naoki Urasawa,ADUM1M,3295500853579,M TWEN,1
Vagabond,Takehiko Inoué,ADUM1M,3295500854002,M VAGA,3
Vinland saga,Makoto Yukimura,ADUM1M,3295500852894,M VINL,6
Vinland saga,Makoto Yukimura,ADUM1M,3295500852818,M VINL,5
Vinland saga,Makoto Yukimura,ADUM1M,3295500852827,M VINL,6
Vinland saga,Makoto Yukimura,ADUM1M,3295500852870,M VINL,5
Vinland saga,Makoto Yukimura,ADUM1M,3295500852838,M VINL,5
Vinland saga,Makoto Yukimura,ADUM1M,3295500852839,M VINL,6
Yôkai war,,JEUM1MANGAS,3295500855856,M YOK 2,0
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500852383,M ZET 49,3
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500852382,M ZET 50,2
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500852379,M ZET 51,2
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500852508,M ZET 52,1
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500853861,M ZET 53,2
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500852873,M ZET 54,1
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500853859,M ZET 55,2
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500853857,M ZET 56,1
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500853860,M ZET 57,2
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500852874,M ZET 58,1
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500853855,M ZET 59,2
Zettai Karen children,Takashi Shiina,JEUM1MANGAS,3295500853856,M ZET 60,2
Zettai Karen Children - Tome 61,,JEUM1MANGAS,3295500854483,M ZET 61,2
Zettai Karen Children ,,JEUM1MANGAS,3295500854496,M ZET 62,1
Pris au piège,"Anne Schmauch, Antoine Brivet",JEUM1BD,3295500854251,MAL 2,5
Le château dans le ciel,un film écrit et réalisé par Hayao Miyazaki,MANGA,116790602,MIY,4
Mon voisin Totoro,Hayao Miyazaki,MANGA,111230602,MIY,11
Naruto,Masashi Kishimoto,MANGA,117140602,NAR 16,2
Astrapi,,PERIOS,115140602,P,0
01net : le magazine de la High-Tech plaisir,,PERIOS,116780602,P,
Perspective(s),Laurent Binet,ADU1R,3295500568684,P BIN,0
Anges et démons,"Dan Brown, aut.",ADU1R,3295500568051,P BRO,0
Les enfants du guet,"Mary Higgins Clark, auteur du texte ; Alafair Burke, auteur du texte ; Anne Damour, traducteur ; Amélie Juste-Thomas, traducteur",ADU1R,3295500568050,P CLA,2
Le prince de Cochinchine,"Jean-François Parot, aut.",ADU1S,3295500567626,P PAR,3
"M, le magazine du Monde",,PREEP,3295500854937,PA,
Marie-Claire,dir. Jean Prouvost,PERIOS,117240602,PA,1
"M, le magazine du Monde",,PREEP,3295500851178,PA,
"M, le magazine du Monde",,PREEP,3295500854289,PA,
La Tribu des idées,[directrice de la publication Virginie Ratto],PERIOS,117760602,PA,3
"M, le magazine du Monde",,PREEP,3295500855184,PA,
"M, le magazine du Monde",,PREEP,3295500853237,PA,
"M, le magazine du Monde",,PREEP,3295500851091,PA,
"M, le magazine du Monde",,PREEP,3295500850700,PA,
"M, le magazine du Monde",,PREEP,3295500855085,PA,
"M, le magazine du Monde",,PREEP,3295500852898,PA,
Lire,,GLAPA,,PA,0
"M, le magazine du Monde",,PREEP,3295500856216,PA,
Psychologies,dir. publ. François Richaudeau,GLAPA,1724515012912,PA,0
Santé magazine,[dir. publ. Jean Lacroix],GLAPA,1702815012917,PA,1
Santé magazine,[dir. publ. Jean Lacroix],GLAPA,1726315012918,PA,3
"M, le magazine du Monde",,PREEP,3295500855387,PA,
Géo,[dir. publ. Axel Ganz],GLAPA,1703285012919,PA,0
Idéal bricolages,,PERIOS,,PA,0
"M, le magazine du Monde",,PREEP,3295500852904,PA,
"M, le magazine du Monde",,PREEP,3295500855388,PA,
"M, le magazine du Monde",,PREEP,3295500854147,PA,
"M, le magazine du Monde",,PREEP,3295500852239,PA,
L'Histoire,,GLAPA,1703045012913,PA,0
01net : le magazine de la High-Tech plaisir,,PERIOS,117690602,PA,
"M, le magazine du Monde",,PREEP,3295500851215,PA,
Système D pratique,[dir. publ. J.-P. Ventillard],PERIOS,117700602,PA,0
"M, le magazine du Monde",,PREEP,3295500852104,PA,
Système D pratique,[dir. publ. J.-P. Ventillard],PERIOS,118540602,PA,
"M, le magazine du Monde",,PREEP,3295500851454,PA,
"M, le magazine du Monde",,PREEP,3295500854365,PA,
Maison & Travaux,,GLAPA,,PA,0
"M, le magazine du Monde",,PREEP,3295500851911,PA,
"M, le magazine du Monde",,PREEP,3295500856017,PA,
"M, le magazine du Monde",,PREEP,3295500851936,PA,
Marie-Claire,dir. Jean Prouvost,PERIOS,117770602,PA,1
"M, le magazine du Monde",,PREEP,3295500854180,PA,
01net : le magazine de la High-Tech plaisir,,PERIOS,118200602,PA,
"M, le magazine du Monde",,PREEP,3295500856234,PA,
Marie-Claire,dir. Jean Prouvost,PERIOS,118210602,PA,1
01net : le magazine de la High-Tech plaisir,,PERIOS,,PA,
Antiquités brocante,[dir. publ. Alain Georges],PERIOS,118230602,PA,
"M, le magazine du Monde",,PREEP,3295500853556,PA,
Antiquités brocante,[dir. publ. Alain Georges],PERIOS,118240602,PA,
Santé magazine,[dir. publ. Jean Lacroix],GLAPA,1697065012919,PA,1
01net : le magazine de la High-Tech plaisir,,PERIOS,117290602,PA,
"M, le magazine du Monde",,PREEP,3295500854206,PA,
La revue dessinée ,,GLAPA,1700305012911,PA,1
01net : le magazine de la High-Tech plaisir,,PERIOS,118250602,PA,
Antiquités brocante,[dir. publ. Alain Georges],PERIOS,118260602,PA,
"M, le magazine du Monde",,PREEP,3295500852937,PA,
"M, le magazine du Monde",,PREEP,3295500852138,PA,
"M, le magazine du Monde",,PREEP,3295500854395,PA,
"M, le magazine du Monde",,PREEP,3295500853403,PA,
L'Histoire,,GLAPA,1700625012912,PA,2
"M, le magazine du Monde",,PREEP,3295500854082,PA,
"M, le magazine du Monde",,PREEP,3295500852122,PA,
"M, le magazine du Monde",,PREEP,3295500851474,PA,
"M, le magazine du Monde",,PREEP,3295500853246,PA,
"M, le magazine du Monde",,GLAPA,1724185012915,PA,0
"M, le magazine du Monde",,GLAPA,1695595012911,PA,0
"M, le magazine du Monde",,PREEP,3295500855553,PA,
Notre temps,,GLAPA,1696625012918,PA,3
Santé magazine,[dir. publ. Jean Lacroix],GLAPA,1724795012916,PA,2
"M, le magazine du Monde",,PREEP,3295500851808,PA,
"M, le magazine du Monde",,PREEP,3295500852241,PA,
"M, le magazine du Monde",,PREEP,3295500851219,PA,
Ca sent bon ou ça sent mauvais ?,Ingela P. Arrhenius,BACAALBUMPETITS,32955004600752,PE A,0
Regarde-toi !,Baby Einstein,GLAFJ,1286230020318,PE A,32
Les Petits mots,Auteur Jeanne Ashbé,GLAFJ,1280350020319,PE A,18
Peaux,"Virginie Aladjidi, Caroline Pellissier",GLAFJ,1375600020314,PE A,11
Ton histoire,Jeanne Ashbé,JEU1ALBUMS03,3295500853924,PE A,5
Couleurs,,GLAFJ,1587430020314,PE A,33
L'avion,illustrations de Charlotte Ameling,JEU1ALBUMS03,3295500855757,PE A,3
Petits pieds,Emma Adbåge,GLAFJ,1534900020312,PE A,15
Le camping,Jeanne Ashbé,JEU1ALBUMS03,3295500856284,PE A,1
Henri n'a pas faim,"Claudine Aubrun, Nelly Blumenthal",GLAFJ,1603510020316,PE A,9
Zipette et Pigolin,Jeanne Ashbé,GLAFJ,1426630020314,PE A,38
Le loup et les sept chevreaux,Attilio,GLAFJ,1647315012916,PE A,16
La fête chez les fées,"illustrations, Simone Abel",GLAFJ,1346030020311,PE A,58
C'est doux ou ça pique ?,Ingela P. Arrhenius,GLAFJ,1700865012918,PE A,1
Quelque chose est tombé ?,,BACAALBUMPETITS,32955004600737,PE B,0
Mon ami le petit chien,Anjuna Boutan,JEU1ALBUMS03,3295500856259,PE B,1
Les P'tits champions de Poney,Emilie Beaumont,GALDJ,1548550020318,PE B,30
Mon premier jour d'école,Soledad Bravi,JEU1ALBUMS03,3295500856260,PE B,1
La galette des rois,"Nadia Berkane, Alexis Nesme",GLAFJ,1579630020317,PE B,21
"Dodo, petit amour",texte de Nadine Brun-Cosme,BACAALBUMPETITS,32955004600802,PE B,0
Salut !,Rocio Bonilla,JEU1ALBUMS03,3295500855753,PE B,2
Zack le maniaque,Odile Bailloeul,GLAFJ,1564650020317,PE B,16
Les saisons,"conception, Christophe Hublet",GLAFJ,1354270020312,PE B,71
Petites chansons pour manger comme un grand,textes Paule Battault,GLAFJ,1655185012912,PE B,14
J'irai voir,Emmanuelle Bastien,GLAFJ,1611600020313,PE B,4
Marco Polo,illustré par Marion Billet,JEU1ALBUMS03,3295500856285,PE B,1
Si j'étais grand,Soledad Bravi,GLAFJ,1436120020311,PE B,14
L'indien,"conception, Nathalie Bélineau",GLAFJ,1384970020312,PE B,53
Aïe ! Aïe ! Aïe !,[illustré par] Jeanne Boyer,GLAFJ,1580740020319,PE B,8
Rêve-moi une lettre,Anne Bertier,GLAFJ,1455060020311,PE B,3
Gentils ou méchants ?,Julien Baer,GLAFJ,1700815012913,PE B,1
Merveilleux animaux du monde,"Boos, André",GALDJ,1556510020315,PE B,6
Petit Ours brun a très faim,illustrations de Danièle Bour,GLAFJ,1306250020317,PE B,62
Petit Ours Brun et le bébé,illustrations de Danièle Bour,GLAFJ,1306230020313,PE B,67
Les bébés animaux,,JEU1ALBUMS03,3295500853129,PE B,5
Petit ours brun et le téléphone,"[texte par Claude Lebrun avec l'équipe de rédaction de ""Pomme d'api""]",GLAFJ,1010670020313,PE B,49
Petit Ours Brun veut aider,illustrations de Danièle Bour,GLAFJ,1306200020312,PE B,68
Petit Ours brun et son arrosoir,texte de Marie Aubinais,GLAFJ,1010730020314,PE B,54
Petit Ours brun dit non,[ill. par Danièle Bour],GLAFJ,1196260020311,PE B,23
Petit ours brun est malade,ill. de Danièle Bour,GLAFJ,1010750020318,PE B,53
Hourra !,Juliette Binet,GLAFJ,1532880020315,PE B,3
Fish & pea,Caroline Burzynski-Delloye,GLAFJ,1311540020311,PE B,1
Le grand livre de la couleur,Mila Boutan,GLAFJ,1311710020318,PE B,18
Hop-là !,Agnese Baruzzi,GLAFJ,1609730020310,PE B,14
J'ai paumé nounours !,Rocio Bonilla,JEU1ALBUMS03,3295500856254,PE B,1
Crocococo,Soledad Bravi,BACAALBUMPETITS,32955004600679,PE B,0
Louis XIV,[illustré par Marion Billet],JEU1ALBUMS03,3295500850086,PE BIL,8
Le livre des je veux !,Soledad Bravi,JEU1ALBUMS03,3295500851985,PE BRA,4
Sanglier d'automne,Janik Coat,JEU1ALBUMS03,3295500856257,PE C,1
"Tourne, tourne, petit moulin",,BACAALBUMPETITS,32955004600729,PE C,0
Cette nuit-là,Rémi Courgeon,GLAFJ,1545730020311,PE C,27
 Mes odeurs préférées,,BACAALBUMPETITS,32955004600794,PE C,0
Abracadadoigts !,Delphine Chedru,GLAFJ,1587400020313,PE C,14
Patache et les objets de la plage,[ill. par Pierre Caillou],GLAFJ,1167600020315,PE C,13
T'choupi veut un chaton,ill. de Thierry Courtin,GLAFJ,1432450020311,PE C,99
Tout propre,textes et illustrations Olivia Cosneau,GLAFJ,1647235012911,PE C,14
Dans la forêt lointaine,Julia Chausson,GLAFJ,1536270020312,PE C,13
J'apprends les bonnes manières,ill. de Sue King,GLAFJ,1194150020311,PE C,20
Des petits trous,Delphine Chedru,GLAFJ,1633325012916,PE C,12
Les camions,,GLAFJ,1382340020313,PE C,48
Vive la gym !,Thierry Courtin,GLAFJ,1039130020311,PE C,38
"Chut, on dort !",,GLAFJ,1442930020311,PE C,30
Le Ventre de la bête,Auteur Delphine Chedru,GLAFJ,1356830020312,PE C,9
"Coucou, je te vois !",[texte de] Jeongsun Choi,GLAFJ,1603540020317,PE C,12
Petite boîte jaune,David A. Carter,GLAFJ,1466280020319,PE C,23
"Toc toc toc, c'est toi Père Noël ?",Céline Claire,BACAALBUMPETITS,32955004600380,PE C,1
Chaussures,Benoît Charlat,GLAFJ,1436050020313,PE C,24
C'est mon arbre !,[Corinne Chalmeau],GLAFJ,1195460020312,PE C,21
Des flots de bisous,Ella Charbon,GLAFJ,1396780020314,PE C,24
La grenouille qui avait un parapluie,Benoît Charlat,GLAFJ,1200140020312,PE C,14
Le kangourou qui faisait des cadeaux,Benoît Charlat,GLAFJ,1201130020312,PE C,8
Qui habite où ?,Nathalie Choux,GLAFJ,1368820020318,PE C,63
Didive l'endive !,Benoît Charlat,GLAFJ,1549080020311,PE C,26
Jus de chaussettes,"Noé Carlain, Sylvie Bessard",GLAFJ,1385640020311,PE C,26
Fleur,Benoît Charlat,GLAFJ,1426040020317,PE C,21
T'choupi veut regarder la télé,ill. de Thierry Courtin,GLAFJ,1225040020316,PE C,93
Le doudou de Stella,"Claire Clément, Armelle Modéré",GLAFJ,1476230020313,PE C,31
Dans le ciel,Mary Cartwright,JEU1ALBUMS03,3295500853128,PE C,7
Hérisson,Géraldine Collet,GLAFJ,1609690020313,PE C,17
Le grand voyage de Pitipote,Claire Clément,GLAFJ,1405260020314,PE C,42
Marelle à doigts,Sarah Cheveau,JEU1ALBUMS03,3295500851090,PE CHE,4
Découvre les nombres avec T'choupi,,GLAFJ,1167540020314,PE D,69
"Imagier qui roule, qui glisse et qui vole",François Delebecque,BACAALBUMPETITS,32955004600836,PE D,0
Crocolou et les petites abeilles,Ophélie Texier,JEU1ALBUMS03,3295500853949,PE D,0
Une histoire bien secouée,Corinne Dreyfuss,GLAFJ,1661855012915,PE D,9
Je t'attends,Corinne Dreyfuss,GLAFJ,1661785012917,PE D,5
Les chaussettes de Croquignol,Julia Donaldson,GLAFJ,1199350020314,PE D,10
Rond et Ronron se régalent entre amis,Emma Dodd,BACAALBUMPETITS,65020602,PE D,7
Imagier des outils,François Delebecque,JEU1ALBUMS03,3295500853935,PE D,3
La boîte à malices,"Claude Delafosse, Sabine Krawczyk",GLAFJ,1557170020318,PE D,18
Mmmais !,illustrations Arnaud Denis,GLAFJ,1609990020310,PE D,16
4 petits livres de saisons,Malika Doray,GLAFJ,1509400020315,PE D,32
Ma petite salade de fruits,Xavier Deneux,BACAALBUMPETITS,106000602,PE D,6
Pic Pic le loustic,Hector Dexet,GLAFJ,1700725012911,PE D,0
La montagne,,BACAALBUMPETITS,118640602,PE D,0
Une nuit chez les pirates,Malika Doray,GLAFJ,1532740020318,PE D,38
Mon petit marché,Xavier Deneux,GLAFJ,1485830020319,PE D,27
Petit bruit dans la nuit,Sabine De Greef,GLAFJ,1580690020315,PE D,12
Devant ma maison,texte et illustrations de Marianne Dubuc,GLAFJ,1431700020316,PE D,9
Bonjour facteur,"Michaël Escoffier, Matthieu Maudet",GLAFJ,1502730020314,PE E,36
L'imagier qui tourne pas rond,,BACAALBUMPETITS,32955004600828,PE E,0
Robert,Emmanuelle Eeckhout,GLAFJ,1375630020315,PE E,15
Le ça,"Michaël Escoffier, Matthieu Maudet",GLAFJ,1661705012911,PE E,8
L'imagier qui tourne pas rond,,BACAALBUMPETITS,32955004600497,PE E,1
Le livre des c'est pas moi !,Hervé Eparvier,GLAFJ,1609700020319,PE E,2
La cuisine,Elo,JEU1ALBUMS03,3295500851989,PE ELO,6
Le livre surprise de mes 3 ans,,BACAALBUMPETITS,116360602,PE F,7
Petits pas,"Laurence Faron, Maurèen Poignonec",JEU1ALBUMS03,3295500853932,PE F,4
Cherche et trouve des tout-petits,illustrations Marine Fleury,BACAALBUMPETITS,32955004600513,PE F,0
L'ours et la boîte,illustrations de Cliff Wright,GLAFJ,1428570020317,PE F,8
"Dans mon uf, il y a...",Rebecca Galera,BACAALBUMPETITS,32955004600695,PE G,0
Gaspard et Lisa,"Anne Gutman, Georg Hallensleben",GLAFJ,1243480020314,PE G,34
Le carnaval de Trotro,Bénédicte Guettier,GLAFJ,1545650020316,PE G,42
Ève Je-Rêve,Tony Garth,GLAFJ,1338900020316,PE G,20
"Orange, pomme, poire",Emily Gravett,GLAFJ,1417030020318,PE G,9
Vroum !,Sara Gillingham,GLAFJ,1545710020317,PE G,34
Fais pas le clown,illustré par Christian Guibbaud,GLAFJ,1368720020319,PE G,41
Merci Père Noël !,Théo Godart,GLAFJ,1702965012911,PE G,0
10 escargots font la course,Isabelle Gil,GLAFJ,1660595012919,PE G,11
L'avion rouge d'Olga,"Laurence Gillot, Thomas Baas",GLAFJ,1193390020310,PE G,11
Je veux un lion !,"Anne Gutman, Xavier Deneux",GLAFJ,1227980020319,PE G,17
Le voyage sur la lune,Isabelle Gil,GLAFJ,1640785012912,PE G,12
Qu'est-ce qu'il y a là-dedans ?,Bénédicte Guettier,GLAFJ,1490110020316,PE G,19
Au fil des saisons,[ill. par Donald Grant],GLAFJ,1186710020312,PE G,13
Bonne nuit tout le monde,Chris Haughton,GLAFJ,1574340020312,PE H,14
Monsieur Atchoum,Roger Hargreaves,GLAFJ,1016810020311,PE H,53
Milton quand j'étais petit,Haydé,GLAFJ,1492860020318,PE H,19
Le petit bus rouge,textes et illustrations Liu Hsu Kung,GLAFJ,1610930020314,PE H,8
"Toc, toc, toc, qui est là?",,BACAALBUMPETITS,32955004600455,PE H,1
Qui sont-ils ?,[ill. par] Tana Hoban,GLAFJ,1180950020316,PE H,5
La sorcière et les couleurs,Alexandra Hockicková & Štěpánka Sekaninová,BACAALBUMPETITS,118740602,PE H,0
Bébé Loup se cache,[illustré par Emiri Hayashi],GLAFJ,1527510020315,PE H,46
Bébé Loup a perdu son doudou,[illustré par Emiri Hayashi],GLAFJ,1525230020318,PE H,56
La brousse,illustrations Magali Hubac,GLAFJ,1700685012914,PE H,0
Halloween,,GLAFJ,1191740020317,PE H,20
Spot fait un gâteau,Eric Hill,GLAFJ,1039440020315,PE H,82
Monsieur Bing,Roger Hargreaves,GLAFJ,1066540020310,PE H,43
Les bonnes manières pour les petits dragons,Caryl Hart,JEU1ALBUMS03,3295500852021,PE HAR,6
Un bisou tout là-haut,Émile Jadoul,GLAFJ,1555470020311,PE J,14
À qui c'est ?,Émile Jadoul,GLAFJ,1442920020314,PE J,45
Le Ballon de Binou,Auteur Dominique Jolin,GLAFJ,1248300020314,PE J,16
Le Petit Toupie rouge,Auteur Dominique Jolin,GLAFJ,1248380020310,PE J,17
Binou et les sons,Auteur Dominique Jolin,GLAFJ,1206970020317,PE J,13
Ronds ronds,Maria Jalibert,GLAFJ,1567940020318,PE J,9
Animaux,Maria Jalibert,GLAFJ,1589500020316,PE J,11
Ceci n'est pas un livre,,GLAFJ,1555630020311,PE J,15
Minusculette en hiver,Kimiko,JEU1ALBUMS03,3295500856238,PE K,1
Le renard,Kimiko,GLAFJ,1554740020310,PE K,30
Peur ou pas peur ?,Kimiko,GLAFJ,1700905012915,PE K,0
Le tricératops,,BACAALBUMPETITS,114980602,PE K,6
"Minusculette, des bruits dans la nuit",Kimiko,JEU1ALBUMS03,3295500853131,PE K,6
Le bateau de la petite bête,Antonin Louchard,GLAFJ,1351320020315,PE L,7
La pomme de la petite bête,Antonin Louchard,GLAFJ,1351110020310,PE L,13
Nougatine découvre le printemps !,texte de Sylvie Lavoie,GLAFJ,1658005012918,PE L,6
Mer,Amandine Laprun,JEU1ALBUMS03,3295500853938,PE L,3
Ah ! Colette,Catherine Louis,JEU1ALBUMS03,3295500856282,PE L,0
Juliette,Doris Lauer,GLAFJ,1547020020315,PE L,39
Mes 7 histoires des émotions avec P'tit Loup,Orianne Lallemand,BACAALBUMPETITS,32955004600505,PE L,1
Je te tiens par la barbichette,"Orianne Lallemand, Sandra de la Prada",GLAFJ,1700765012919,PE L,0
Copain !,"Didier Lévy, Fabrice Turrier",GLAFJ,1193370020316,PE L,9
Raspoutine se déguise,"Jean Leroy, Ella Charbon",GLAFJ,1578520020314,PE L,24
Yoko toujours plus haut !,"Capucine Lewalle, Prisca Le Tandé",GLAFJ,1700695012911,PE L,1
P'tit Loup prépare Noël,"Orianne Lallemand, Éléonore Thuillier",JEU1ALBUMS03,3295500854303,PE L,1
Trésors surprises,Gilbert Legrand,GLAFJ,1552740020316,PE L,25
La grande aventure d'un têtard,Maggie Li,JEU1ALBUMS03,3295500850087,PE LI,8
La télécommande,"Richard Marnier, Aude Maurel",BACAALBUMPETITS,32955004600703,PE M,0
Le petit curieux,Édouard Manceau,GLAFJ,1533920020319,PE M,34
"Musique, Coco !",Dorothée de Monfreid,GLAFJ,1420980020314,PE M,37
"Papa, houêtu ?","Vincent Malone, Soledad Bravi",GLAFJ,1313870020313,PE M,16
Le chou bidou de ma poule,Édouard Manceau,BACAALBUMPETITS,32955004600844,PE M,0
Le chien du lapin,Dorothée de Monfreid,GLAFJ,1120970020316,PE M,26
Frout-Frout le cochon,Édouard Manceau,GLAFJ,1286630020314,PE M,17
Plop le chien,Édouard Manceau,GLAFJ,1542880020314,PE M,17
Qui craint le grand méchant escargot ?,Dorothée de Monfreid,GLAFJ,1521550020311,PE M,25
En route !,Séverin Millet,GLAFJ,1470930020314,PE M,23
Mes affaires,Iris de Moüy,GLAFJ,1461820020316,PE M,25
Dans l'espace,Natalie Marshall,GLAFJ,1669895012919,PE M,8
Nom d'un champignon !,Édouard Manceau,GLAFJ,1428560020310,PE M,17
Bzz ! Bzz !,Jean Maubille,GLAFJ,1067610020315,PE M,20
Bali et les chiffres,"Magdalena, Laurent Richard",BACAALBUMPETITS,14950602,PE M,6
La dispute,Edouard Manceau,GLAFJ,1692195012914,PE M,4
Dans la ville,Tineke Meirink,JEU1ALBUMS03,3295500851982,PE MEI,2
Signe avec Ouismini  - Je n'ai pas faim,,BACAALBUMPETITS,114800602,PE N,2
Les mots doux,texte de Carl Norac,GLAFJ,1001620020316,PE N,42
La Pat' Patrouille,Nickelodeon,JEU1ALBUMS03,3295500853963,PE N,2
Un livre-masques,Clément Oubrerie,GLAFJ,1313880020310,PE O,40
Léo et  Popi,"Gaudrat, Marie-Agnès",GLAFJ,1010800020312,PE O,10
A la piscine,"Claire Clément, Marie-Agnès Gaudrat",GLAFJ,1308980020315,PE O,67
Au zoo,"Claire Clément, Marie-Agnès Gaudrat",GLAFJ,1308990020312,PE O,38
Les bottes de Léo,"Claire Clément, Marie-Agnès Gaudrat",GLAFJ,1309000020315,PE O,44
Popi perdu et retrouvé,"Claire Clément, Marie-Agnès Gaudrat",GLAFJ,1310330020319,PE O,33
Le Bain avec papa,Auteur Helen Oxenbury,GLAFJ,1010640020312,PE O,43
Au bord de l'eau,Marie-Agnès Gaudrat,GLAFJ,1010880020318,PE O,42
L'aspirateur,[textes de] Marie-Agnès Goudrat,GLAFJ,1010790020316,PE O,34
La Promenade à vélo,Auteur Helen Oxenbury,GLAFJ,1010770020312,PE O,44
À la ferme,[texte de] Claire Clément,GLAFJ,1010710020310,PE O,33
Le goût de la ville,écrit par esuso Ortiz,JEU1ALBUMS03,3295500855754,PE O,2
Le goût de la nature,écrit par Jesuso Ortiz,JEU1ALBUMS03,3295500855755,PE O,1
La mer au bout des doigts,Pénélope,BACAALBUMPETITS,32955004600786,PE P,0
Orange pop,Aurore Petit,GLAFJ,1710295012914,PE P,1
Le livre des dodos,,GLAFJ,1587450020318,PE P,22
Les saisons,Domitille de Pressensé,GLAFJ,1532910020315,PE P,27
Coucou ! Caché au bord de la mer,Auteur Nathalie Pautrat,GLAFJ,1305330020315,PE P,44
"1 chien, 10 chats !",Martine Perrin,GLAFJ,1635385012912,PE P,24
