titre,auteur,localisation,code barre,cote,nombre de prets
01net : le magazine de la High-Tech plaisir,,PERIOS,114730602,,
01net : le magazine de la High-Tech plaisir,,PERIOS,114370602,,
Marie-Claire,dir. Jean Prouvost,PERIOS,115900602,,2
Marie-Claire,dir. Jean Prouvost,PERIOS,117260602,.,
01net : le magazine de la High-Tech plaisir,,PERIOS,117270602,.,
01net : le magazine de la High-Tech plaisir,,PERIOS,115510602,.,
Les insectes,[illustré par Nadia Taylor],DOCPETITS,117200602,.,3
Ouaf !,illustrations de Marina Solodkaya,DOCPETITS,117220602,.,1
La fille aux neuf perruques,Sophie Van der Stap,ADU1R,3295500851596,(B) R VAN,4
Nicole : et Franky. ,,ESA,32955003073464,(BD),0
Autre chose,,ESA,32955003073191,(BD),1
Röhner,Max Baitinger,ESA,32955003072631,(BD) BAI,1
La mer à boire,Blutch,ESA,32955003072599,(BD) BLU,1
Dédales,[Charles Burns],ESA,32955003073159,(BD) BUR,1
La cendre et l'écume,Ludovic Debeurme,ESA,32955003072607,(BD) DEB,0
Naturellement,[texte et dessins de] Yannis La Macchia,ESA,32955003072474,(BD) LAM,1
Des bâtisseurs,Yannis La Macchia,ESA,32955003072482,(BD) LAM,1
Les six fonctions du langage,un roman photo de Clémentine Mélois,ESA,32955003069330,(BD) MEL,2
L' Éléphant,Isabelle Pralong,ESA,32955003073134,(BD) PRA,1
Les danses de Saint-Elme,scénario de Pierre Gabus ,ESA,32955003072672,(BD) REU,0
Le trésor mathématique de Polybius,Pedro Stoïchita,ESA,32955003072714,(BD) STO,2
Imagier,Hippolyte Hentgen,ESA,32955003073357,(blanc  / noir) HEN,0
Diane Arbus,[textes et photographies de Diane Arbus],ESA,32955003072441,(blanc / jaune) .ARB,0
Roger Ballen,introduction de Dominique Eddé,ESA,32955003072839,(blanc / jaune) .BAL,1
Franco & moi,"[texte et photographies], Patrick Cockpit",ESAR,32955003072110,(blanc / jaune) .COC,0
Les photos qu'elle ne montre à personne,"[photographies], Katrien De Blauwer",ESA,32955003072888,(blanc / jaune) .DEB,3
Thomas Demand,[Commissaire] Douglas Fogle,ESA,32955003072854,(blanc / jaune) .DEM,0
Erase. The past,[texte Michael Rutschky],ESA,32955003001945,(blanc / jaune) .GER,0
"Un livre, des pages, des pages, un livre",[photographies de] Mathieu Harel-Vivier,ESA,32955003073274,(blanc / jaune) .HAR,0
Guillaume Janot,"[Eva Prouteau, texte]",ESAR,32955003067995,(blanc / jaune) .JAN,0
Justice,[photographies de] Thomas Klotz,ESAR,32955003072144,(blanc / jaune) .KLO,0
 L' Image,"Jacques Aumont,...",ESAR,32955003003693,(blanc / jaune) AUM,0
"Flou, une histoire photographique",[catalogue] sous la direction de Pauline Martin,ESA,32955003072466,(blanc / jaune) C FLO,1
La photographie contemporaine,"Christian Gattinoni, Yannick Vigouroux",ESA,32955003073241,(blanc / jaune) G CON,0
La photographie contemporaine,Michel Poivert,ESAR,32955003073019,(blanc / jaune) G CON,0
Les fictions documentaires en photographie,"Christian Gattinoni, Yannick Vigouroux",ESA,32955003072821,(blanc / jaune) G FIC,0
Degas en noir et blanc,,ESA,32955003073175,(blanc / noir) DEG,0
Ludovic Paquelier,textes Madeleine Aktypi,ESA,32955003073225,(blanc / noir) PAQ,0
Les temps de l'image,sous la direction de Jean-Marie Schaeffer,ESA,32955003072938,(blanc),0
Lectures obliques,sous la direction de Louise Déry et Nicole Gingras,ESAR,32955003027551,(blanc),0
Histoire de l'intime,Philippe Artières,ESA,32955003072557,(blanc) ART,0
L'attitude de la Pictures generation,François Aubart,ESA,32955003073381,(blanc) AUB,1
Art et société,Roger Bastide...,ESAR,32955003042428,(blanc) BAS,0
 La  Vie de peintre d'Édouard Manet,Pierre Daix,ESAR,32955003040638,(blanc) DAI,0
La syntaxe de l'image,Donis A. Dondis,ESA,32955003073324,(blanc) DON,0
Créativités artificielles,sous la direction d'Alexandre Gefen,ESA,32955003072797,(blanc) GEF,0
 De l' Art ou du cochon,Marie-Christine Hugonot,ESAR,32955003042949,(blanc) HUG,0
Critique de la faculté de juger,Emmanuel Kant,ESAR,32955004538747,(blanc) KAN,0
Psychologie de la forme,Wolfgang Kölher,ESAR,32955003073043,(blanc) KÖH,0
Signé Malraux,Jean-François Lyotard,ESAR,32955003014310,(blanc) LYO,1
" L' artiste, l'institution et le marché",Raymonde Moulin,ESAR,32955004537020,(blanc) MOU,0
Culture visuelle,"Andrea Pinotti, Antonio Somaini",ESA,32955003072813,(blanc) PIN,0
 La  Métamorphose des medias,Philippe Rivière et Laurent Danchin,ESAR,32955003018220,(blanc) RIV,0
La révolution psychanalytique,Marthe Robert,ESA,32955003072276,(blanc) ROB,0
La révolution psychanalytique,Marthe Robert,ESA,32955003072284,(blanc) ROB,0
" Le  Lettrisme, les créations et les créateurs",Roland Sabatier,ESAR,32955004535016,(blanc) SAB,0
Éléments d'esthétique,"Pierre Sauvanet,...",ESA,32955003072979,(blanc) SAU,0
L'art contemporain au Musée national d'art moderne,Christophe Domino,ESA,32955003073027,(bleu) CON,0
"Art, l'âge contemporain",Paul Ardenne,ESAR,32955003007579,(bleu) CON,0
Mosaïque,Renée Malaval Antoine,ESA,32955003073506,(bleu) MOS,0
Essai sur la poésie numérique,Jacques Donguy,ESA,32955003073415,(bleu) POE,0
The Russian experiment in art 1863-1922,Camilla Gray,ESAR,32955003016075,(bleu) RUS,0
Seconde nature,sous la direction de Marie-Ange Brayer,ESA,32955003073332,(double gris) DES *,1
"Théories du design, une introduction",Claudia Maréis,ESA,32955003073316,(double gris) DES*,0
Toute la beauté et le sang versé,"Laure Poitras, réal.",ESA,32955003073522,(DVD DOC) GOL,0
Pierrot le Fou,"Jean-Luc Godard, réal., scénario",ESA,32955003073571,(DVD) GOD,0
Canine,"Yorgos Lanthimos, réal.",ESA,32955003073563,(DVD) LAN,0
Blue velvet,"David Lynch, réalisation, scénario",ESA,32955003073555,(DVD) LYN,2
House,"Nobuhiko Obayashi, réal. | Chigumi Obayashi, idée orig.  | Chiho Katsura, scénario",ESA,32955003073589,(DVD) OBA,1
Sayat Nova,"Sergej Losifovic Paradzanov, réalisateur et scénariste",ESA,32955003073530,(DVD) PAR,0
Apprendre à voir l'architecture,Bruno Zevi,ESAR,32955003040976,(gris) ARC,1
L'architecture au XIXe siècle,Claude Mignot,ESAR,32955004539059,(gris) ARC,1
 Le  Palais du Louvre,"Pierre Quoniam,... Laurent Guinamard,...",ESAR,32955004539455,(gris) LOU,0
Symboles et pratiques rituelles dans la maison paysanne traditionnelle,Hervé Fillipetti et Janine Trotereau,ESAR,32955003041354,(gris) MAI,1
 Les  premiers modernes,Joseph Rykwert,ESAR,32955003029680,(gris) MOD,0
La télévision,Isabelle Gaillard,ESAR,32955003059281,(jaune / noir),0
 L' Art vidéo,Dany Bloch,ESAR,32955003004758,(jaune / noir),0
Où va la Vidéo?,par Jean-Paul Fargier et Claudine Paquot,ESAR,32955003070023,(jaune / noir),0
Échographies de la télévision,"Jacques Derrida, Bernard Stiegler",ESAR,32955003028609,(jaune / noir),1
La grande menace,"Gilles Laprévotte, Michel Luciani, Anne-Marie Mangin",ESA,32955003073654,(jaune / rouge),0
L'encyclopédie du cinéma,Roger Boussinot,ESAR,32955003073662,(jaune / rouge),0
L'encyclopédie du cinéma,Roger Boussinot,ESAR,32955003073670,(jaune / rouge),0
L'encyclopédie du cinéma,Roger Boussinot,ESAR,32955003073688,(jaune / rouge),0
Man Ray directeur du mauvais movies,"Edition sous la direction de Jean-Michel Bouhours, Patrick de Haas",ESA,32955003001135,(jaune / rouge) .MAN,0
Scrap books,[sous la direction artistique de Matthieu Orlean],ESA,32955003073126,(jaune / rouge) ORL,0
Black Indians de La Nouvelle-Orléans,[exposition organisée par le] Musée du quai Branly-Jacques Chirac,ESA,32955003072524,(jaune / vert ) BLA,0
Dominique Bailly,,ESAR,32955003072342,(jaune-vert / bleu) BAI,0
Joseph Beuys,Démosthènes Davvetas,ESA,32955003070312,(jaune-vert / bleu) BEU,1
"Marc Camille Chaimowicz, Rêverie, dans la pratique et dans ses formes",texte par Marie Canet,ESA,32955003072862,(jaune-vert / bleu) CHA,0
Marc Couturier,,ESAR,32955003072334,(jaune-vert / bleu) COU,0
Edith Dekyndt,[Directeur éditorial Grégoire Robinne,ESA,32955003073514,(jaune-vert / bleu) DEK,1
Michael Eul,,ESAR,32955003067342,(jaune-vert / bleu) EUL,0
Ann Veronica Janssens,réalisateur Laurent Jacob,ESA,32955003073233,(jaune-vert / bleu) JAN,0
David Jones sculpture,Hubert Besacier,ESAR,32955003072326,(jaune-vert / bleu) JON,0
Mike Kelley,"sous la direction de Catherine Wood, Fiontán Moran, Jean-Marie Gallais",ESA,32955003073456,(jaune-vert / bleu) KEL,1
Christof Migone,[direction de la publication Louise Déry et] Nicole Gingras,ESAR,32955003067318,(jaune-vert / bleu) MIG,0
David Nash ,,ESAR,32955003072359,(jaune-vert / bleu) NAS,0
Hélio Oiticica ,Delmari Romero Keith,ESA,32955003072946,(jaune-vert / bleu) OIT,0
Vincent Olinet,[Eva Prouteau],ESA,32955003073449,(jaune-vert / bleu) OLI,0
Ramesh,edited by Jaklyn Babington,ESA,32955003072904,(jaune-vert / bleu) RAM,0
Christina Renggli,[texte de Sabine Arlitt],ESAR,32955003067359,(jaune-vert / bleu) REN,0
Kimio Tsuchiya,,ESAR,32955003072375,(jaune-vert / bleu) TSU,0
Jean-Pierre Uhlen ,,ESAR,32955003072367,(jaune-vert / bleu) UHL,0
Carles Valverde,"[textes de Kim Behm, Françoise Jaunin, Nicolas Raboud]",ESAR,32955003067300,(jaune-vert / bleu) VAL,
"Marion Verboom, Peptapon","[textes de Erik Verhagen, Penelope Curtis, Luc Bachelot]",ESA,32955003073431,(jaune-vert / bleu) VER,0
Rosa Bonheur (1822-1899),sous la direction de Sandra Buratti-Hasan et Leïla Jarbouai,ESA,32955003072409,(jaune-vert / rouge) BON,2
Miriam Cahn ,[catalogue sous la direction de Marta Dziewańska],ESA,32955003072425,(jaune-vert / rouge) CAH,1
Ro-sé,Nathalie Du Pasquier,ESA,32955003072896,(jaune-vert / rouge) DUP,0
"Kiki Kogelnik, Les cyborgs ne sont pas respectueuses","David Lemaire, dir. [du catalogue]",ESA,32955003072540,(jaune-vert / rouge) KOG,0
"Marlène Mocquet, En plein coeur","[catalogue par] Alain Tapié, Henri-François Debailleux, Julia Garimorth",ESA,32955003072680,(jaune-vert / rouge) MOC,0
Mondrian et la peinture abstraite,Umbro Apollonio,ESAR,32955003023584,(jaune-vert / rouge) MON,3
Wangechi Mutu,"[introduction], Adrienne Edwards ",ESA,32955003072433,(jaune-vert / rouge) MUT,2
Audrey Perzo,commissaire d'exposition Morgane Prigent,ESA,32955003072391,(jaune-vert / rouge) PER,0
Dana Schutz,"commissariat Fabrice Hergott, commissariat scientifique Anaël Pigeat",ESA,32955003073340,(jaune-vert / rouge) SCH,2
Jean-Pierre Sergent,"Textes Claude Jeannerot, Thierry Savatier, Jean-Pierre Sergent",ESAR,32955003067276,(jaune-vert / rouge) SER,0
Hiroshi Sugito,"[exposition organisée en collaboration avec la Galerie Tomio Koyama, Tokyo]",ESA,32955003073423,(jaune-vert / rouge) SUG,0
"Togores, du réalisme magique au surréalisme",[organisée par les Musées de Châteauroux],ESAR,32955003070163,(jaune-vert / rouge) TOG,0
Het Apollohuis 1980-1985,[Paul Panhuysen],ESAR,32955003039788,(jaune-vert) APO,0
Het Apollohuis 1985-1990,[Paul Panhuysen],ESAR,32955003039796,(jaune-vert) APO,0
Architectures impossibles,[catalogue] sous la direction de Sophie Laroche,ESA,32955003072458,(jaune-vert) ARC,0
" L' Aventure de Pierre Loeb, la Galerie Pierre, Paris, 1924-1964",,ESAR,32955003049910,(jaune-vert) AVE,0
Babel,préface de Jean-Claude Carrière,ESA,32955003073266,(jaune-vert) BAB,0
Baroques 81 ,[textes de Catherine Millet et Severo Sarduy],ESAR,32955003021331,(jaune-vert) BAR,0
L'amour de l'art,,ESAR,32955003016117,(jaune-vert) BIE,1
Et tous ils changent le monde,2e biennale d'art contemporain de Lyon,ESAR,32955003016133,(jaune-vert) BIE,0
3e Biennale d'art contemporain de Lyon,,ESAR,32955003026298,(jaune-vert) BIE,1
Bernard Calet,,ESAR,32955003072383,(jaune-vert) CAL,0
Le champ des illusions,"textes, Michel Onfray, Philippe Piguet",ESAR,32955003070205,(jaune-vert) CHA,0
Choix pour aujourd'hui,,ESAR,32955003027114,(jaune-vert) CHO,0
Les choses,[catalogue] sous la direction de Laurence Bertrand Dorléac,ESA,32955003072490,(jaune-vert) CHO,1
Construire,commissariat : Clotilde Boitel,ESA,32955003073621,(jaune-vert) CON,0
"Art français, positions",[texte Hans-Peter Schwerfel],ESAR,32955003027965,(jaune-vert) FRA,0
Cartographie,par Michaël Gordon,ESAR,32955003027692,(jaune-vert) ISR,0
"Musée Thomas Henry, Cherbourg",,ESAR,32955003028245,(jaune-vert) MUS,0
Over the rainbow,,ESA,32955003073282,(jaune-vert) OVE,0
Les versions du paysage,"[texte Madeleine Van Doren, Stéphanie Katz]",ESA,32955003028310,(jaune-vert) PAY,0
Plastic World,Edited by Martina Weinhart,ESA,32955003073613,(jaune-vert) PLA,1
Les portes du possible,"[commissaire et texte d'Alexandra Müller] | [textes d'Alain Damasio, Catherine Dufour, Sabrina Calvo..., [et al.]]",ESA,32955003072532,(jaune-vert) POR,0
Posséder et détruire,par Régis Michel,ESA,32955003073258,(jaune-vert) POS,0
La répétition dans les collections du Centre Pompidou,[sous la direction d'Éric de Chassey],ESA,32955003072508,(jaune-vert) REP,2
Voir en peinture,[sous la direction d'Anne Dary],ESA,32955003072730,(jaune-vert) VOI,2
Numéro,Marion Bataille,ESA,32955003066716,(marron / rouge) .BAT,0
Les magiciens,BlexBolex,ESA,32955003072565,(marron / rouge) .BLE,2
Beaucoup beaucoup beaucoup,Oriane Brunat,ESA,32955003072920,(marron / rouge) .BRU,1
10 autres chaises,Dominique Ehrhard,ESA,32955003072698,(marron / rouge) .EHR,0
Miettes moineau ribouldingue,un livre-jeu de Anne Herbauts,ESA,32955003073167,(marron / rouge) .HER,1
Déplier l'ordinaire,Elsa Noyons,ESA,32955003073092,(marron / rouge) .NOY,0
Le ballon de Zébulon,texte de Alice Brière-Haquet,ESA,32955003072417,(marron / rouge) .PHI,0
Là où tout est blanc,Giulia Vetri,ESA,32955003072706,(marron / rouge) .VET,0
 La  petite marionnette,Gabrielle Vincent,ESA,32955003048524,(marron / rouge) .VIN,0
Cartographie du temps,"Daniel Rosenberg, Anthony Grafton",ESA,32955003056824,(marron / rouge) CAR,2
Cartographie des réseaux,Manuel Lima,ESA,32955003036222,(marron / rouge) CAR,4
La Civilisation de l'écriture,"Roger Druet, Herman Grégoire",ESAR,32955003057707,(marron / rouge) ECR,1
Back cover. ,,ESA,32955003073480,(marron / rouge) GRA,0
Oiseaux,,ESA,32955003072573,(marron / rouge) OIS,0
Les grands principes de l'architecture d'intérieur,"[Chris Grimley, Kelly Harris Smith]",ESA,32955003073597,(marron) ARC,0
La Perspective,"Albert Flocon,... René Taton,...",ESA,32955003073084,(marron) PER,1
Nos marins,Florent Vintrigner,ADU2LITT,3295500852096,(N) 842 MAR,3
Normandie,Dominique Auzias et Jean-Paul Labourdette,ADU2TOURISME,3295500853291,(N) 914.4 NOR,4
Le tour de la Seine-Maritime à vélo,texte et photographies Arnaud Bénureau,ADU2VOYAGES,3295500852091,(N) 914.4 NOR,2
Guide tao Normandie,par Marie Brisset et Christophe Michaud,ADU2VOYAGES,3295500852090,(N) 914.4 NOR,3
Littoral de la Normandie,,ADU2VOYAGES,3295500852089,(N) 914.4 NOR,2
Seine-Maritime,Ariane Duclert,ADU2VOYAGES,3295500852102,(N) 914.4 NOR,2
Les charmes insolites de la Normandie,Jean-François Miniac,ADU2VOYAGES,3295500852101,(N) 914.4 NOR,4
Le parc naturel régional des marais du Cotentin et du Bessin... à pied,,ADU2VOYAGES,3295500852088,(N) 914.42 COT,2
Manche,,ADU2TOURISME,3295500854459,(N) 914.42 MAN,3
"Jersey, Guernesey",Marie-Hélène Chaplain,ADU2VOYAGES,3295500852087,(N) 914.42 MAN,3
Entre ciel terre et mer,Richard Brionne,ADU2VOYAGES,3295500852086,(N) 914.42 MAN,1
Till the job is done,Clément Horvath,ADU2HIS,3295500853301,(N) 940.5 2GM HOR,2
Album secret de Normandie,André Degon,ADU2HIS,3295500854455,(N) 944.2 DEG,3
Granville : 400 ans de grande pêche (Tome 2),Jean-Charles Levesque,ADU2HIS,3295500854468,(N) 944.212 GRAN,1
The world of ornament,A. Racinet & M. Dupont-Auberville,ESAR,32955003065106,(noir / jaune-vert) ORN,1
Reliure crisscross,Anne Goy,ESA,32955003073217,(noir / jaune-vert) REL,0
Roven,"[Johana Carrier, Marine Pagès]",ESA,32955003072722,(noir),1
The Drawer,[Sophie Toulouse & Barbara Soyer],ESA,32955003072870,(noir),0
Léviathan,Paul Auster,ESA,32955003072748,(rouge / blanc) AUS,1
Le songe de Poliphile,Francesco Colonna,ESA,32955003073035,(rouge / blanc) COL,0
Les ronces,Cécile Coulon,ESA,32955003072755,(rouge / blanc) COU,1
La vie matérielle,Marguerite Duras parle à Jérôme Beaujour,ESA,32955003073308,(rouge / blanc) DUR,0
La beauté des jours,Claudie Gallay,ESA,32955003072961,(rouge / blanc) GAL,1
Discours de réception du prix Nobel de littérature,Toni Morrison,ESA,32955003073001,(rouge / blanc) MOR,0
Remarques,Nathalie Quintane,ESA,32955003072995,(rouge / blanc) QUI,1
Just kids,Patti Smith,ESA,32955003061535,(rouge / blanc) SMI,5
Le livre du large et du long,Laura Vazquez,ESA,32955003072771,(rouge / blanc) VAZ,0
L'orchestration du quotidien,Juliette Volcler,ESA,32955003073290,(rouge / bleu) VOL,0
D'après maquettes,sous la direction de Thierry Leviez et Mathilde Roman,ESA,32955003073399,(rouge / noir) SCE,0
L'autoportrait,Natalie Rudd,ESA,32955003072805,(rouge) AUT,0
Histoire de l'Art,Elie Faure,ESAR,32955000261757,(rouge) HA,
Histoire de l'Art,Elie Faure,ESAR,32955000261724,(rouge) HA,
Histoire de l'Art,Elie Faure,ESAR,32955000261716,(rouge) HA,
L'Esprit des formes,Élie Faure,ESAR,32955000261773,(rouge) HA,
L'Esprit des formes,Élie Faure,ESAR,32955000261765,(rouge) HA,
Histoire de l'Art,Elie Faure,ESAR,32955000261740,(rouge) HA,
Histoire de l'Art,Elie Faure,ESAR,32955000261732,(rouge) HA,
Shéhérazade la nuit,,ESA,32955003072953,(transparent),0
La peinture en jeu,"[réalisé par isdaT, école d’art et de design à Toulouse et les Beaux-Arts de Marseille – INSEAMM",ESA,32955003073639,(transparent),0
Dada. ,sous la direction d'Antoine Ullmann,ESA,32955003073068,(transparent),1
Dada. ,,ESA,32955003073050,(transparent),2
Dada. ,,ESA,32955003073100,(transparent),2
P L S,,ESA,32955003073365,(transparent),0
Profane,"[Charlotte Halpern & Berrtrand Houdin, direction de publication]",ESA,32955003072912,(transparent),2
P L S,,ESA,32955003073373,(transparent),0
Profane,"[Charlotte Halpern & Berrtrand Houdin, direction de publication]",ESA,32955003073605,(transparent),0
"Tools : technique and savoir-faire in art, design, craft, industry. ",édité par Clémentine Berry,ESA,32955003073076,(transparent),2
Dada. ,sous la direction d'Antoine Ullmann,ESA,32955003073647,(transparent),0
Blink Blank : la revue du film d'animation. ,,ESA,32955003072656,(transparent),0
Blink Blank : la revue du film d'animation. ,,ESA,32955003072664,(transparent),0
"ChatGPT, qui es-tu ?",Daniel Ichbiah,ADU2NUM,,004.4 ICH,0
Huahua's dazzling world and its myriad temptations,"Daphne XU, real.",ADU2DVD,3295500568165,004.6 XU,0
Pygame,[Benoît Prieur],ADU2NUM,3295500854554,005.1 PRI,1
Linux,Scott Granneman,ADU2NUM,3295500856474,005.4 GRA,1
Les casques de réalité virtuelle et de jeux vidéo,Philippe Fuchs,ADU2NUM,3295500854409,006.8,1
La réalité virtuelle démystifiée,"Indira Thouvenin, Romain Lelong",ADU2SPORTS,3295500854441,006.8 THO,1
"Sablé-sur-Sarthe, Sarthe","Paul Otchakovsky-Laurens, réal., aut.",ADU2DVD,3295500568146,070.5 OTC,0
La Délicatesse,,MUSCHANSONS,3760347748337,99,0
Les Inoubliables,,MUSDVDMUSICAUX,3295500568477,099 A,0
Jeunes Stars n°2,,MUSDVDMUSICAUX,3295500568479,099 A,0
Barbara chante Brassens,Barbara,MUSCHANSONS,3295500568266,099 BAR,0
Mariposa,Barcella,MUSCHANSONS,3295500568262,099 BAR,1
Je chanterai après ma mort,"Morice Benin, comp., chant, guit.",MUSCHANSONS,3295500568018,099 BEN,1
Pour me comprendre,"Michel Berger, chant [ac. instr.]",MUSCHANSONS,3295500568274,099 BER,1
Miettes,Michèle Bernard,MUSCHANSONS,3295500568248,099 BER,2
The very best of,Jane Birkin,MUSVINYLE,3295500568148,099 BIR,0
Autour de Cocteau,"Jean Cocteau, Jean Marais & Edith Piaf",MUSFONCT,3295500567687,099 COC,1
Top A - Jacques Dutronc - Mars 1974,Maritie et Gilbert Carpentier,MUSDVDMUSICAUX,3295500568360,099 DUT,0
Dans la chorale,Goel,MUSCHANSONS,3295500568393,099 GOE,1
Top A - Johnny Hallyday - Juin 1974,Maritie et Gilbert CARPENTIER,MUSDVDMUSICAUX,3295500568483,099 HAL,0
Numéro 1 - Eddy Mitchell - Janvier 1977,Maritie et gilbert Carpentier,MUSCHANSONS,3295500568445,099 MIT,0
Nos Marins,Nos Marins,MUSVINYLE,3295500567686,099 NOS,2
Claude Nougaro,Claude Nougaro,MUSCHANSONS,3295500568017,099 NOU,3
Le slow de l'artiste,"Orlan, comp. & chant",MUSCHANSONS,3295500568013,099 ORL,2
2 bis,Florent Pagny,MUSCHANSONS,3295500568243,099 PAG,1
Serge Rezvani,"par Dominique A, Cali, Vincent Dedienne, chant... [et al.]",MUSCHANSONS,3295500568014,099 REZ,2
Eros über alles,Hubert-Félix Thiéfaine,MUSCHANSONS,3295500568459,099 THI,0
Alambic-sortie-sud,Hubert-Félix Thiéfaine,MUSCHANSONS,3295500568425,099 THI,0
Fragments d'hébétude,"Hubert Félix Thiéfaine, chant, guit...",MUSCHANSONS,3295500568438,099 THI,0
Dernières balises - avant mutation,Hubert-Félix Thiéfaine,MUSCHANSONS,3295500568444,099 THI,0
A modern songbook,"Thomas Enhco, p",MUSJAZZ,3295500567352,1 ENH,2
Aire,Magos Herrera,MUSJAZZ,3295500568340,1 HER,1
Body and soul,"Baptiste Trotignon, p.",GLAMA,1703595012913,1 TRO,0
Life Is A Movie,Laurent De Wilde,MUSJAZZ,3295500568392,1 WIL,0
The source,"Kenny Barron, comp. & p.",GLAMA,1703555012915,1.3 BAR,0
Eastwood symphonic,Kyle Eastwood,GLAMA,1727525012910,1.3 EAS,0
Your mother should know,"Brad Mehldau, p.",GLAMA,1725865012911,1.3 MEH,0
X,"Fred Pallem, comp.",GLAMA,1703445012919,1.3 PAL,0
High priestess,"Sarah McCoy, comp., chant & p.",GLAMA,1710645012915,1.4 McC,0
Billy Valentine and the universal truth,"Billy Valentine, p. & chant",GLAMA,1703515012917,1.4 VAL,0
L'amour,"Disiz, chant... [et al.]",GLAMA,1703505012910,1.5 DIS,0
Savoy,"Taj Mahal, hrmca & chant",MUSURBAINES,3295500854853,110 MAH,1
Altitude,Marty Stuart,MUSBLUES,3295500568240,110 STU,1
Dieu,"Michel-Yves Bolloré, Olivier Bonnassies",GLADA,1666575012917,130 BOL,0
Purple Rain,Prince and the revolution,MUSVINYLE,3295500854823,142 PRI,0
Check Your Head,Beastie Boy,MUSVINYLE,3295500567685,150 BEA,2
KMT,"Gazo, chant",MUSURBAINES,3295500567888,150 GAZ,2
The message,Grandmaster Flash & The Furious Five,MUSVINYLE,3295500567683,150 GRA,2
Avant cités d'or,Hornet La Frappe,MUSURBAINES,3295500568247,150 HOR,0
Operation : Doomsday,MF Doom,MUSVINYLE,3295500567663,150 MFD,2
Mentalité,"RK, chant [acc. voc. et instr.]",MUSURBAINES,3295500568352,150 RK,0
La sexualité masculine dans tous ses ébats,Dr Céline Causse,GLADA,1695515012915,155 CAU,0
Le club des anxieux qui se soignent,"Docteur Frédéric Fanget, Catherine Meyer",GLADA,1696165012911,155 FAN,0
Les rescapés du burn-out,"scénario Philippe Zawieja, Jean-François Marmion",GLADA,1696195012912,155 ZAW,0
File dans ta chambre !,Caroline Goldman,ADU2PSYCHO,3295500851608,155.4 GOL,2
A Trip To Bolgatanga,African Head Charge,MUSURBAINES,3295500568387,160 AFR,0
Praise ye jah - 25th Anniversary,Sizzla,MUSURBAINES,3295500568427,160 SIZ,1
Protest songs 1924-2012,The Specials,MUSURBAINES,3295500568657,160 SPE,1
Les Inrockuptibles présentent juin 2003,Les Inrockuptibles,GLAMA,1725995012911,2 A,0
...steppin' out!,Arthur Alexander,GLAMA,1703405012911,2 ALE,0
We,"A.P.A.T.T., ens. voc. & instr.",MUSROCK,3295500854831,2 APA,2
State of fear,"Bärlin, ens. voc. & instr.",MUSROCK,3295500567904,2 BÄR,2
Late developers,"Belle And Sebastian, ens. voc. & instr.",GLAMA,1710665012919,2 BEL,0
Bright new disease,"Uniform, ens. voc. & instr. | Boris , ens. voc. & instr.",MUSROCK,3295500567870,2 BOR 50,1
Daydreamer,Molly Burch,MUSROCK,3295500568434,2 BUR,1
Mercy,John Cale,GLAMA,1727485012913,2 CAL,0
Ytilaer,"Bill Callahan, comp., chant, guit.",GLAMA,1727475012916,2 CAL,0
99 nights,Charlotte Cardin,GLAMA,1727585012912,2 CAR,0
Whirlpool,"Chapterhouse, ens. voc. & instr.",MUSROCK,3295500854850,2 CHA,2
Big beat from badsville,CRAMPS,RMU,32955000847001,2 CRA 70,23
Tirer La Nuit Sur Les Étoiles,Etienne Daho,MUSVINYLE,3295500567682,2 DAH,2
Violator,Depeche Mode,MUSNEWWAVE,3295500568264,2 DEP 70,1
Cover Songs In Inferno,Don & Françoiz,MUSVINYLE,3295500567684,2 DON,2
Pink moon,"Nick Drake, chant...",MUSROCK,3295500568428,2 DRA,1
Fuse,Everything But The Girl,GLAMA,1703455012916,2 EVE,0
Beat The Bastards,The Exploited,MUSPUNK,3295500568120,2 EXP 60,0
The best of Fad gadget,Fad Gadget,MUSELECTRO,3295500568353,2 FAD 70,0
Front by front,Front 242,MUSNEWWAVE,3295500568400,2 FRO 70,1
You're The One,Rhiannon Giddens,MUSVINYLE,3295500568142,2 GID,0
You're The One,Rhiannon Giddens,MUSROCK,3295500854824,2 GID,3
Wide open light,"Ben Harper, comp., chant, guit.",MUSROCK,3295500567911,2 HAR,5
Star Eaters Delight,Lael Neale,MUSVINYLE,3295500567900,2 LAE,2
Big dream (The),David Lynch,MUSROCK,3295500568417,2 LYN,1
Lamina,Drew McDowall,MUSNEWWAVE,3295500854923,2 MCD 70,2
1988,Lori Mckenna,GLAMA,1703415012918,2 McK,0
Keep your courage,"Natalie Merchant, comp. & chant",GLAMA,1703565012912,2 MER,0
Les Magifiques,François Merlin,MUSROCK,3295500568661,2 MER,0
Keep your courage,Natalie Merchant,MUSROCK,3295500567696,2 MER,2
Tension,Kylie,MUSROCK,3295500568275,2 MIN,0
Off !,Off!,MUSPUNK,3295500567705,2 OFF 60,0
Orchestral Manoeuvres in the dark,OMD,MUSROCK,3295500567987,2 ORC,4
Eye of the hunter,Brendan Perry,MUSNEWWAVE,3295500568412,2 PER 70,0
In times new roman...,Queens of the Stone Age,MUSVINYLE,3295500568143,2 QUE,0
Colors,"Samba de la muerte, instr., chant [acc. voc. et instr.]",MUSROCK,3295500568249,2 SAM,1
Bone machine,Tom Waits,MUSROCK,3295500568443,2 WAI,1
